StnID,dpt_wmo_id,distance_km,elevation_diff_m,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range,PCT_POR_Good,Num_Year_Overlap,Num_Valid_Years
USC00204502,726380-94814,42.80053180494755,24.899999999999977,44.3088,-85.205,374.9,MI,LAKE CITY EXP FARM,-5,20060901-20240402, 99.6%,19.0,19.0
USC00205073,726399-99999,1.6521304774224173,4.900000000000006,45.9512,-86.2513,182.9,MI,MANISTIQUE WWTP,-5,19921001-20240402, 88.3%,9.0,9.0
USW00094850,727430-94850,0.7109852039901968,0.30000000000001137,46.5313,-87.5491,431.3,MI,MARQUETTE WFO,-5,19790201-20240415, 84.6%,21.0,21.0
USC00205403,727430-94850,43.56811361995217,59.10000000000002,46.5353,-88.1095,490.1,MI,MICHIGAMME,-5,20220303-20240401, 99.5%,0.0,0.0
USC00205434,726379-14845,13.881712372296638,5.900000000000006,43.6088,-84.2011,195.1,MI,MIDLAND,-5,20230403-20240410,100.0%,2.0,2.0
USC00205567,726360-14840,35.74388474321742,8.099999999999994,43.461,-86.4177,198.1,MI,MONTAGUE 4 NW,-5,19780614-20240404, 88.1%,47.0,47.0
USC00205816,726394-04874,4.591072548815336,10.899999999999977,46.3287,-85.5033,270.1,MI,NEWBERRY CORRECTIONAL FACILITY,-5,19510601-20240401, 83.2%,15.0,15.0
USC00206300,725390-14836,43.812133135464485,38.5,43.0161,-84.18,222.5,MI,OWOSSO WWTP,-5,19550831-20240401, 85.7%,66.0,66.0
USC00207280,725390-14836,27.249185589153317,34.5,43.0128,-84.5547,226.5,MI,SAINT JOHNS,-5,20000101-20240403, 43.3%,14.0,13.0
USC00207407,726385-99999,37.46396116113839,14.0,43.9331,-86.2453,203.0,MI,SCOTTVILLE 2SE,-5,20000101-20240401, 53.5%,17.0,16.0
USC00207812,727437-99999,48.444898748485,82.0,46.0555,-88.6275,442.0,MI,STAMBAUGH 2SSE,-6,19921001-20240403, 89.7%,10.0,10.0
USC00207828,725405-54816,33.51180136900971,56.5,43.2908,-85.0922,283.5,MI,STANTON,-5,19560618-20231010, 75.2%,25.0,24.0
USC00208246,726387-14850,4.480986543672876,0.9000000000000057,44.7686,-85.5763,184.1,MI,TRAVERSE CITY,-5,19580411-20240401, 93.7%,67.0,67.0
USC00208293,727435-99999,47.13941715321367,24.900000000000006,46.1796,-85.0311,250.9,MI,TROUT LAKE 1SW,-5,19480701-20140601, 82.6%,55.0,55.0
USC00208417,722145-04884,46.0957491353419,69.80000000000001,45.1702,-84.4397,275.8,MI,VANDERBILT 11ENE,-5,19480701-20240401, 95.0%,23.0,21.0
USC00208443,726370-14826,47.09533021272651,42.0,43.3656,-83.5828,192.0,MI,VASSAR,-5,19770701-20240411, 83.9%,48.0,48.0
USC00208680,723123-14886,19.3182789440382,34.10000000000002,46.3,-89.0833,484.9,MI,WATERSMEET FISH HATCHERY,-6,20101004-20240404, 95.8%,15.0,15.0
USC00209218,725370-94847,24.407284885304215,49.5,42.2469,-83.6256,240.5,MI,YPSILANTI E MICH U,-5,19480101-20240402, 64.3%,57.0,57.0
USC00210075,726589-94968,9.42515294921696,8.100000000000023,43.6064,-93.3019,374.9,MN,ALBERT LEA 3SE,-6,19480901-20240401, 21.1%,19.0,19.0
USC00210116,726557-14910,4.483451447922694,5.300000000000011,45.8966,-95.3657,426.7,MN,ALEXANDRIA WATER TREATMENT PLANT,-6,19711001-20240304, 81.5%,51.0,51.0
USC00210157,726585-99999,42.66418259523653,2.8999999999999773,43.8835,-94.1665,313.9,MN,AMBOY,-6,19480801-20190108, 68.0%,41.0,38.0
USC00210746,727470-14918,49.55812909888429,19.899999999999977,48.1969,-93.7994,371.9,MN,BIG FALLS,-6,19480801-20240401, 85.9%,77.0,77.0
USC00210973,726572-94966,33.94410933677214,67.39999999999998,46.268,-96.5913,292.6,MN,BRECKENRIDGE MN,-6,20000701-20090902, 42.4%,5.0,5.0
USC00210974,726572-94966,28.683044069326034,64.0,46.3047,-96.5216,296.0,MN,BRECKENRIDGE 3E,-6,20121023-20230602, 86.8%,12.0,12.0
USC00211107,726550-14926,41.531637411741556,7.600000000000023,45.1969,-93.8399,302.4,MN,BUFFALO 2NE,-6,19480801-20130514, 87.7%,64.0,64.0
USC00211227,726679-04969,26.662544069982903,13.100000000000023,45.5565,-93.2348,294.1,MN,CAMBRIDGE,-6,19480801-20240206, 80.2%,24.0,24.0
USC00211250,727476-94961,43.72377210340974,63.89999999999998,48.61,-95.1816,392.9,MN,CAMP NORRIS DNR,-6,20010901-20240311, 65.5%,24.0,24.0
USC00211263,726559-94976,47.06928194579645,9.800000000000011,44.7184,-96.2696,368.8,MN,CANBY,-6,19480801-20240401, 86.3%,41.0,41.0
USC00211448,726580-14922,26.570614019872068,34.30000000000001,44.8496,-93.5644,288.3,MN,CHANHASSEN WSFO,-6,20130322-20240405, 97.9%,12.0,12.0
USC00211630,727450-14913,30.165151955338043,47.39999999999998,46.7054,-92.5239,385.6,MN,CLOQUET,-6,20210418-20240408, 85.2%,4.0,4.0
USC00212166,726440-14925,33.689763111630974,10.199999999999989,44.0317,-92.8691,386.8,MN,DODGE CENTER,-6,19480826-20240407, 84.2%,77.0,77.0
USC00212250,727450-14913,2.369633262521096,3.8000000000000114,46.8368,-92.2108,436.8,MN,DULUTH NWS,-6,20120228-20220919, 79.4%,11.0,11.0
USC00212561,727459-94964,10.630991626689006,6.600000000000023,47.9056,-91.8283,449.6,MN,ELY,-6,20120623-20240401, 70.7%,13.0,13.0
USC00212645,727455-94931,24.1633102864869,32.39999999999998,47.4581,-92.5303,440.4,MN,EVELETH WASTE WATER PLANT,-6,19880823-20240104, 87.4%,37.0,36.0
USC00212737,726580-14922,24.180077017203608,38.60000000000002,44.666,-93.1756,292.6,MN,FARMINGTON 3NW,-6,20201118-20240405, 78.0%,5.0,5.0
USC00212842,727455-94931,45.379398562754,24.0,46.9728,-92.87,384.0,MN,FLOODWOOD 3 NE,-6,19861001-20240403, 83.6%,39.0,39.0
USC00212916,727505-04929,4.474420282454424,7.199999999999989,47.5639,-95.7246,396.2,MN,FOSSTON 1 E,-6,19480801-20230906, 71.8%,32.0,30.0
USC00212964,727457-99999,16.32972167840053,1.6000000000000227,46.7336,-95.7066,427.6,MN,FRAZEE,-6,19480801-20230302, 72.6%,34.0,34.0
USC00213170,722114-54901,47.43697250247301,12.300000000000011,44.7713,-94.1176,306.3,MN,GLENCOE 2,-6,20151027-20240401, 88.0%,10.0,10.0
USC00213202,726580-14922,18.11838022326433,18.80000000000001,44.9907,-93.3989,272.8,MN,GOLDEN VALLEY,-6,19630421-20240401, 88.7%,62.0,62.0
USC00213296,994130-99999,30.951589046361303,0.5,47.9711,-89.6908,222.5,MN,GRAND PORTAGE,-6,19500701-20240411, 60.0%,0.0,0.0
USC00213311,726556-99999,47.42661877466234,28.5,44.8135,-95.5517,283.5,MN,GRANITE FALLS,-6,19480801-20240402, 85.7%,55.0,55.0
USC00213411,726555-99999,17.745716087814266,3.6999999999999886,46.4119,-94.3608,370.3,MN,GULL LAKE DAM,-6,19480801-20240409, 90.1%,52.0,52.0
USC00213463,727530-14914,48.090476126418395,12.0,47.3522,-96.8332,260.0,MN,HALSTAD,-6,19781011-20230913, 69.1%,44.0,44.0
USC00213863,726558-04914,27.178184591184287,73.80000000000001,46.4675,-92.3903,315.2,MN,HOLYOKE,-6,19480923-20240408, 83.5%,33.0,33.0
USC00213965,722144-04945,48.08166157511899,13.100000000000023,44.8978,-94.3719,326.1,MN,HUTCHINSON 2,-6,20100105-20140912, 87.6%,5.0,5.0
USC00214306,727473-94977,29.43030351936894,1.0,48.5011,-92.6444,342.0,MN,KETTLE FALLS,-6,20140930-20230822, 53.2%,9.0,9.0
USC00214418,726430-14920,4.833599441105557,0.8000000000000114,43.8657,-91.31,197.2,MN,LA CRESCENT DAM 7,-6,19691101-20240304, 90.4%,56.0,56.0
USC00214453,726587-99999,34.91460563735904,13.699999999999989,43.7022,-95.1519,466.3,MN,LAKEFIELD 2NE,-6,19480801-20240402, 90.5%,50.0,50.0
USC00214546,726556-99999,39.258865680755314,35.5,44.2395,-95.3152,347.5,MN,LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER,-6,20130407-20240401, 84.8%,12.0,12.0
USC00214652,727497-04984,28.59582572460244,9.199999999999989,47.2467,-94.2228,396.8,MN,LEECH LAKE,-6,19530301-20240304, 83.2%,24.0,24.0
USC00214721,726585-99999,27.78289475170646,58.0,44.4698,-93.9025,253.0,MN,LE SUEUR,-6,19480801-20240412, 89.3%,52.0,52.0
USC00214793,726555-99999,47.04976487450712,32.60000000000002,46.0039,-94.345,341.4,MN,LITTLE FALLS 2NNE,-6,19721019-20240401, 79.7%,52.0,52.0
USC00214937,726510-14944,45.366337828536324,25.19999999999999,43.6658,-96.2022,457.2,MN,LUVERNE,-6,19501001-20240401, 85.3%,75.0,75.0
USC00215987,726580-14922,45.45850589831524,17.30000000000001,44.4753,-93.1486,271.3,MN,NORTHFIELD 2NNE,-6,19480801-20240401, 91.8%,77.0,77.0
USC00216166,727475-04940,37.080411243565415,76.0,46.0677,-93.6666,384.0,MN,ONAMIA RANGER STATION,-6,19480801-20240402, 82.7%,35.0,34.0
USC00216211,726544-04958,7.865050494694326,1.8000000000000114,48.0508,-92.7636,400.8,MN,ORR 3E,-6,20071201-20240401, 90.8%,18.0,18.0
USC00216228,726572-94966,7.49893545592705,29.0,46.2154,-96.178,331.0,MN,ORWELL DAM,-6,19530301-20240402, 75.2%,20.0,20.0
USC00216612,727458-94919,7.321181347128888,22.899999999999977,47.2508,-93.5861,390.1,MN,POKEGAMA DAM,-6,19480801-20240301, 83.7%,38.0,38.0
USC00216787,727555-99999,21.525726959433282,23.600000000000023,47.8795,-96.2845,316.4,MN,RED LAKE FALLS,-6,20200922-20240401, 96.5%,5.0,5.0
USC00216822,726584-14927,49.69544348301513,6.699999999999989,44.6103,-92.6101,206.3,MN,RED WING DAM 3,-6,19480801-20240401, 80.8%,40.0,40.0
USC00217184,726430-14920,40.7527752777329,36.69999999999999,43.8052,-91.7501,234.7,MN,RUSHFORD,-6,19480801-20240401, 88.2%,76.0,76.0
USC00217460,727458-94919,48.28615212562151,36.89999999999998,46.7953,-93.3211,376.1,MN,SANDY LAKE DAM LIBBY,-6,19480801-20240401, 86.2%,41.0,40.0
USC00217602,726586-99999,23.332601804166252,33.10000000000002,43.65,-94.7,387.1,MN,SHERBURN 2 E,-6,19480801-20240401, 91.4%,52.0,52.0
USC00217907,726556-99999,34.5012351033069,12.899999999999977,44.247,-94.9865,324.9,MN,SPRINGFIELD 1 NW,-6,19480801-20141001, 82.9%,48.0,48.0
USC00217917,720283-04927,45.32903970862985,39.0,43.6126,-91.6223,349.0,MN,SPRING GROVE 4N,-6,20020301-20240411, 99.1%,21.0,21.0
USC00217941,726440-14925,24.277047439625075,8.399999999999977,43.6933,-92.3926,388.6,MN,SPRING VALLEY,-6,19480801-20240405, 91.2%,77.0,77.0
USC00218235,999999-04994,21.736501415954237,6.0,48.4882,-95.9496,356.0,MN,THIEF LAKE REFUGE,-6,19480801-20240410, 89.6%,0.0,0.0
USC00218280,997259-99999,43.22080074521846,21.30000000000001,47.5681,-90.85,207.3,MN,TOFTE RANGER STATION,-6,19480801-20240405, 86.9%,0.0,0.0
USC00218323,720368-54924,31.206861011207998,66.39999999999998,44.2394,-95.6308,427.6,MN,TRACY,-6,19480801-20240404, 94.4%,20.0,20.0
USC00218618,727453-94967,43.13790610065517,28.69999999999999,47.0998,-94.5724,410.3,MN,WALKER,-6,20200918-20231009, 58.2%,4.0,4.0
USC00218621,727453-94967,43.13790610065517,24.5,47.0998,-94.5724,414.5,MN,WALKER RANGER STATION,-6,19480801-20220430, 84.3%,33.0,33.0
USC00218679,714490-99999,23.49908660631455,1.8999999999999773,48.8947,-95.3303,327.1,MN,WARROAD,-6,19480801-20140429, 82.4%,22.0,19.0
USC00218729,722033-04999,35.718158434088174,29.399999999999977,45.0227,-95.7896,289.6,MN,WATSON 1NE,-6,19540509-20240401, 85.8%,21.0,21.0
USC00218947,722004-54922,42.10629173751957,16.80000000000001,45.8621,-96.5652,311.8,MN,WHITE ROCK DAM,-6,19480801-20240104, 94.1%,20.0,19.0
USC00219001,720367-54927,31.961651347282466,3.6999999999999886,45.1901,-95.0586,362.7,MN,WILLMAR 5N,-6,20100801-20230504, 96.9%,14.0,14.0
USC00219059,727458-94919,47.5443595411649,10.699999999999989,47.4305,-94.0504,402.3,MN,WINNIBIGOSHISH DAM,-6,19530301-20240401, 92.1%,41.0,40.0
USC00219170,726587-99999,0.567322399181678,1.5,43.6449,-95.5802,478.5,MN,WORTHINGTON 2 NNE,-6,19710728-20240401, 92.6%,50.0,50.0
USC00219249,726440-14925,46.60985746962391,98.30000000000001,44.2998,-92.6654,298.7,MN,ZUMBROTA,-6,20201106-20240401, 95.1%,5.0,5.0
USC00220021,723306-13825,21.06335381207435,8.700000000000003,33.8301,-88.5206,57.3,MS,ABERDEEN,-6,19510829-20240407, 84.2%,64.0,64.0
USC00220237,723340-13893,32.43787367423197,17.0,34.7802,-90.1153,93.0,MS,ARKABUTLA DAM,-6,19471004-20240410, 87.2%,77.0,76.0
USC00220350,722356-13939,27.67928722915262,3.8999999999999986,33.2369,-91.0441,35.1,MS,AVON,-6,20170402-20171210, 42.7%,1.0,1.0
USC00220797,747686-13820,11.69245743610718,4.2,30.4375,-89.0277,5.8,MS,BILOXI 9 WNW,-6,19700415-20130901, 82.4%,44.0,44.0
USC00220955,723320-93862,45.7948746871952,46.400000000000006,34.6345,-88.5622,149.4,MS,BOONEVILLE,-6,19610223-20190324, 86.4%,47.0,45.0
USC00221094,722358-93919,40.56879268833787,9.599999999999994,31.5447,-90.458,132.6,MS,BROOKHAVEN CITY,-6,19780901-20140505, 92.2%,37.0,37.0
USC00221389,722350-03940,39.19194609158511,13.799999999999997,32.6713,-90.0361,76.2,MS,CANTON 4N,-6,19471008-20240301, 85.3%,76.0,75.0
USC00221852,722348-53808,29.539783493426878,0.5999999999999943,31.6419,-89.5572,88.4,MS,COLLINS,-6,19480601-20151001, 91.4%,0.0,0.0
USC00221900,999999-63831,23.394832502101725,46.900000000000006,32.4565,-89.2691,160.9,MS,CONEHATTA 1 NE,-6,19800601-20230930, 89.3%,0.0,0.0
USC00222773,720541-53806,40.48189783038031,32.099999999999994,34.1613,-89.9022,104.9,MS,ENID DAM,-6,19480601-20240402, 86.8%,26.0,24.0
USC00223619,722359-13978,9.576817267381562,0.7999999999999972,33.5222,-90.1758,40.8,MS,GREENWOOD 2,-6,19520501-20160906, 88.6%,47.0,47.0
USC00223650,722359-13978,45.24673105142602,44.7,33.8055,-89.7713,84.7,MS,GRENADA DAM,-6,19540217-20120409, 89.2%,41.0,41.0
USC00224001,999999-23803,31.247091094229916,25.099999999999994,34.6189,-89.1912,121.9,MS,HICKORY FLAT,-6,19480601-20160601, 93.5%,0.0,0.0
USC00224173,722165-13815,36.064700643148086,24.19999999999999,34.8219,-89.4347,147.2,MS,HOLLY SPRINGS 4 N,-6,19471004-20190702, 89.8%,42.0,42.0
USC00224265,723320-93862,46.24095050443515,3.5999999999999943,33.8848,-88.9865,99.4,MS,HOUSTON,-6,19480601-20240413, 81.1%,46.0,46.0
USC00225361,723307-99999,32.92933345517845,3.799999999999997,33.1544,-88.5586,76.2,MS,MACON 3N,-6,19730301-20221212, 79.5%,46.0,44.0
USC00226084,723340-13893,38.627486102065035,41.3,34.8894,-89.6041,117.3,MS,MOUNT PLEASANT 4SW,-6,19500501-20210624, 31.1%,26.0,26.0
USC00226177,722357-99999,4.522961063985283,23.6,31.589,-91.3409,59.4,MS,NATCHEZ,-6,19480601-20240301, 26.9%,20.0,20.0
USC00226718,747686-13820,41.45938715477675,6.3,30.3961,-88.478,3.7,MS,PASCAGOULA 3 NE,-6,19730412-20160502, 71.3%,44.0,43.0
USC00226816,722350-03940,30.361137553336295,28.900000000000006,32.3211,-89.7469,118.9,MS,PELAHATCHIE 3 E,-6,19800601-20230930, 83.7%,44.0,44.0
USC00227132,722488-03996,39.85125280296057,11.600000000000001,31.985,-90.9719,36.6,MS,PORT GIBSON 1 NE,-6,19691001-20150728, 87.7%,19.0,19.0
USC00227220,747590-13833,18.80022952370738,71.2,31.1775,-89.4155,115.2,MS,PURVIS 2N,-6,19480601-20210804, 90.0%,22.0,21.0
USC00227276,999999-63831,49.90035111927285,21.900000000000006,32.1432,-89.5524,135.9,MS,RALEIGH 6N,-6,19640603-20240302, 89.6%,0.0,0.0
USC00227467,999999-23803,44.60192016313608,13.0,34.7398,-88.9515,160.0,MS,RIPLEY,-6,19480601-20240403, 88.8%,0.0,0.0
USC00227815,720541-53806,24.32589816204445,39.2,34.4203,-89.8106,97.8,MS,SARDIS DAM,-6,19471004-20240408, 96.4%,27.0,24.0
USC00227820,720541-53806,37.19774266699017,25.700000000000003,34.1207,-89.2943,111.3,MS,SAREPTA 1 NNE,-6,19471007-20190425, 91.2%,22.0,19.0
USC00227840,747686-13820,27.76922058870647,59.8,30.6263,-89.0549,69.8,MS,SAUCIER EXP FOREST,-6,19540501-20171201, 92.8%,64.0,64.0
USC00228374,723306-13825,36.77129234482007,9.600000000000001,33.4691,-88.7822,56.4,MS,STATE UNIVERSITY,-6,19480601-20240304, 86.9%,64.0,64.0
USC00228445,722356-13939,8.413043225495823,0.29999999999999716,33.4311,-90.9108,38.7,MS,STONEVILLE EXP STA,-6,19480601-20150729, 90.2%,51.0,49.0
USC00229048,722358-93919,40.55056951149223,6.599999999999994,31.08,-90.0603,116.4,MS,TYLERTOWN 5ESE,-6,19480601-20120930, 87.7%,40.0,40.0
USC00229079,720541-53806,1.9494569526757004,5.900000000000006,34.3725,-89.5308,131.1,MS,UNIVERSITY,-6,19480601-20240401, 90.9%,27.0,24.0
USC00229230,722488-03996,15.376366762002466,0.6000000000000014,32.385,-90.8752,24.4,MS,VICKSBURG CITY,-6,20040905-20240301, 79.4%,21.0,21.0
USC00229648,747590-13833,47.54196493762151,36.8,30.8499,-89.1572,80.8,MS,WIGGINS RANGER STA,-6,19731019-20240304, 92.2%,24.0,24.0
USW00093825,723489-03935,33.650762505715356,2.700000000000003,37.0955,-89.9161,109.7,MO,ADVANCE 1 S,-6,19480801-20210703, 80.4%,44.0,43.0
USC00230204,720636-00222,34.96379177849361,13.300000000000011,38.1895,-94.0244,264.3,MO,APPLETON CITY,-6,19480801-20240405, 87.5%,0.0,0.0
USC00230789,724400-13995,41.85395295657367,83.19999999999999,37.6164,-93.3914,300.8,MO,BOLIVAR 1 NE,-6,19480801-20240403, 80.3%,76.0,76.0
USC00231283,724340-13994,39.41677682944681,34.0,39.0028,-90.6892,128.0,MO,CAP AU GRIS LOCK & DAM 25,-6,19480801-20240402, 79.4%,47.0,46.0
USC00231383,723490-99999,27.811134380588005,35.60000000000002,36.6929,-93.8549,401.4,MO,CASSVILLE 1 NE,-6,19480801-20240401, 82.8%,16.0,15.0
USC00231640,744663-53950,30.805798018211814,75.80000000000001,39.3736,-90.906,140.2,MO,CLARKSVILLE L&D 24,-6,19480801-20240403, 84.7%,23.0,23.0
USC00231674,723300-99999,49.96202493951606,55.19999999999999,37.1319,-90.7755,201.2,MO,CLEARWATER DAM,-6,19480801-20240312, 75.0%,26.0,22.0
USC00231711,724467-13930,39.95630087714778,30.30000000000001,38.395,-93.7711,234.7,MO,CLINTON,-6,19480801-20240401, 73.3%,65.0,65.0
USC00232302,723439-53918,47.26700868479286,13.399999999999977,36.7396,-92.2086,294.4,MO,DORA 3SE,-6,19480801-20240410, 71.8%,26.0,26.0
USC00232318,724455-14938,46.8071555348659,25.80000000000001,40.4906,-92.3705,265.2,MO,DOWNING,-6,19480801-20240303, 69.8%,55.0,51.0
USC00232568,724467-13930,45.57546928521117,5.899999999999977,38.868,-94.0352,259.1,MO,ELM,-6,19560801-20240201, 85.4%,67.0,67.0
USC00232809,724454-93996,4.457242493275701,7.0,37.8,-90.4167,281.0,MO,FARMINGTON,-6,19480801-20240401, 81.2%,35.0,35.0
USC00233079,724450-03945,23.604340229475728,37.30000000000001,38.8484,-91.942,234.7,MO,FULTON,-6,19480801-20240415, 92.4%,55.0,54.0
USC00233219,724466-03929,37.39719345859793,37.5,39.1753,-94.5937,283.5,MO,GLADSTONE,-6,19700701-20240401, 77.6%,26.0,25.0
USC00233601,724396-93989,27.884609345830455,16.0,39.7232,-91.3747,217.0,MO,HANNIBAL WATER WORKS,-6,19500401-20240402, 89.6%,57.0,57.0
USC00233999,723408-13814,20.274600992206484,2.200000000000003,36.0453,-90.1492,79.2,MO,HORNERSVILLE,-6,19480801-20240401, 79.8%,61.0,61.0
USC00234136,724457-03938,41.31750647223444,67.10000000000002,38.0996,-92.3096,285.9,MO,IBERIA,-6,20121101-20240401, 89.9%,13.0,13.0
USC00234271,724450-03945,25.162365217828935,87.6,38.5847,-92.1829,184.4,MO,JEFFERSON CITY WTR PL,-6,19481201-20240401, 86.7%,55.0,55.0
USC00234273,724338-13802,37.75658856144882,10.400000000000006,38.5038,-90.28,149.4,MO,JEFFERSON BARRACKS,-6,19590416-20170407, 76.7%,59.0,58.0
USC00234377,724466-03929,49.5508085224328,7.100000000000023,39.2783,-94.6636,313.9,MO,KANSAS CITY -NWSTC,-6,20020806-20040210, 54.7%,0.0,0.0
USC00234544,724455-14938,13.20089278110294,4.699999999999989,40.2057,-92.5748,295.7,MO,KIRKSVILLE,-6,19710701-20240401, 69.2%,49.0,49.0
USC00234825,724457-03938,48.383859397648216,26.80000000000001,37.685,-92.6939,379.8,MO,LEBANON 2W,-6,19480801-20240401, 75.7%,56.0,56.0
USC00234919,724457-03938,31.984686130659835,6.699999999999989,37.5545,-91.8835,359.7,MO,LICKING 4N,-6,19790515-20240410, 82.1%,46.0,46.0
USC00235050,724455-14938,37.85862230501635,41.099999999999994,39.7505,-92.5065,249.9,MO,LONG BRANCH RESERVOIR,-6,19860501-20240405, 78.2%,39.0,38.0
USC00235130,725456-04921,38.72104756492994,21.599999999999994,40.4869,-91.8764,225.6,MO,LURAY 2 N,-6,19610113-20240405, 79.9%,30.0,30.0
USC00235207,723300-99999,45.574725575083626,57.599999999999994,36.5996,-89.9897,88.4,MO,MALDEN MUNICIPAL AP,-6,19540201-20240402, 76.3%,22.0,20.0
USC00235253,723489-03935,37.07195357421133,26.5,37.3055,-89.9749,133.5,MO,MARBLE HILL,-6,20210824-20240108, 83.9%,4.0,3.0
USW00013991,724453-03994,47.37596933663413,30.19999999999999,39.1341,-93.2225,240.8,MO,MARSHALL,-6,19480801-20240419, 61.4%,28.0,28.0
USC00235302,724400-13995,45.983452312948984,88.39999999999998,37.3267,-92.8818,472.4,MO,MARSHFIELD F&P,-6,20120119-20200201, 99.9%,9.0,9.0
USC00235307,724400-13995,37.19249111114209,47.0,37.3234,-92.9829,431.0,MO,MARSHFIELD 4 WSW,-6,20200101-20240401, 99.9%,5.0,5.0
USC00235594,724400-13995,39.60328239925028,0.6999999999999886,37.2091,-93.8356,384.7,MO,MILLER,-6,19510101-20240401, 90.0%,74.0,74.0
USC00235834,723484-53901,45.06241895588716,73.80000000000001,37.1542,-92.2618,446.8,MO,MOUNTAIN GROVE 2 N,-6,19480801-20240402, 92.1%,26.0,26.0
USC00236012,999999-13983,34.79467689114244,41.599999999999994,39.0172,-92.7558,195.4,MO,NEW FRANKLIN 1W,-6,19570801-20240417, 78.7%,13.0,13.0
USC00236357,724490-13993,31.774391084936163,76.5,39.9807,-95.1465,322.5,MO,OREGON,-6,19790701-20221020, 50.8%,33.0,32.0
USC00236402,720636-00222,33.51257263849591,24.19999999999999,38.0492,-93.7039,226.8,MO,OSCEOLA,-6,19820801-20240405, 72.8%,0.0,0.0
USC00236563,725400-99999,43.54252923491422,19.5,40.0147,-94.1294,251.5,MO,PATTONSBURG 2S,-6,19480801-20240401, 88.4%,20.0,20.0
USC00236726,724490-13993,44.74753694512953,3.9000000000000057,39.369,-94.7865,249.9,MO,PLATTE CITY,-6,20230602-20240301, 44.5%,2.0,2.0
USC00236826,724454-93996,39.96028677415785,70.10000000000002,37.8957,-90.8413,358.1,MO,POTOSI 4 SW,-6,19480801-20240408, 79.2%,35.0,35.0
USC00237116,720306-53879,47.4048381380396,90.6,39.2422,-93.97,213.4,MO,RICHMOND 3S,-6,20000601-20240401, 70.5%,21.0,19.0
USC00237130,725400-99999,23.042839891016826,41.10000000000002,40.3808,-93.9308,312.1,MO,RIDGEWAY,-6,19480801-20230810, 64.3%,13.0,12.0
USC00237263,724457-03938,40.0665977228484,4.5,37.9567,-91.7762,357.5,MO,ROLLA MISSOURI S&T,-6,19480801-20240401, 89.1%,59.0,58.0
USC00237452,724338-13802,37.66025211393427,18.0,38.6308,-90.2708,157.0,MO,ST LOUIS SCIENCE CENTER,-6,19680701-20240405, 65.8%,50.0,50.0
USC00237506,999999-23909,16.20017327408329,2.3000000000000114,37.6339,-91.5361,367.3,MO,SALEM,-6,19480801-20240402, 82.1%,0.0,0.0
USC00237656,723495-13987,36.69990573041679,39.69999999999999,36.837,-94.6211,256.3,MO,SENECA,-6,19480801-20240404, 80.9%,57.0,54.0
USC00237862,724567-13921,31.15099343803017,40.5,39.3902,-94.5497,275.5,MO,SMITHVILLE LAKE,-6,19811001-20240403, 82.4%,5.0,4.0
USW00093981,724400-13995,1.1105976113033373,5.5,37.2355,-93.4012,389.5,MO,SPRINGFIELD WFO,-6,20111001-20240401, 97.2%,14.0,13.0
USC00238223,724467-13930,30.65879940738248,59.30000000000001,38.9663,-93.4195,205.7,MO,SWEET SPRINGS,-6,19920701-20240401, 89.8%,33.0,33.0
USC00238292,725533-94957,44.01622205841896,0.10000000000002274,40.4373,-95.3866,298.1,MO,TARKIO #2,-6,20081101-20231201, 93.0%,16.0,16.0
USC00238466,720636-00222,25.321241611918925,21.19999999999999,38.2597,-93.4136,229.8,MO,TRUMAN DAM & RESERVOIR,-6,19801201-20240402, 75.9%,0.0,0.0
USC00238524,724466-03929,18.540479462566957,33.89999999999998,38.9482,-94.397,287.1,MO,UNITY VILLAGE,-6,19660303-20231002, 81.1%,32.0,31.0
USC00238603,724453-03994,42.136498988663455,34.69999999999999,38.4326,-92.8398,305.7,MO,VERSAILLES,-6,20000101-20240405, 39.2%,12.0,11.0
USC00238620,724458-99999,44.57676083825083,67.69999999999999,38.2016,-91.9811,234.7,MO,VIENNA 2 WNW,-6,19481101-20120502, 89.9%,40.0,40.0
USC00238700,723300-99999,23.977560024810064,21.0,36.923,-90.2836,125.0,MO,WAPPAPELLO DAM,-6,19480801-20240308, 82.7%,24.0,22.0
USC00238712,724467-13930,23.25844569499941,22.400000000000006,38.7841,-93.8008,242.6,MO,WARRENSBURG 4NW,-6,19530324-20240401, 76.3%,67.0,65.0
USC00238746,724345-03966,30.708933993250387,9.400000000000006,38.5416,-90.975,148.4,MO,WASHINGTON,-6,19480801-20240402, 75.0%,37.0,35.0
USC00238880,723484-53901,16.106683567660927,36.19999999999999,36.7267,-91.8736,336.8,MO,WEST PLAINS,-6,19480801-20240401, 89.1%,26.0,26.0
USC00239056,723484-53901,47.38548360065057,80.10000000000002,36.9788,-91.3846,292.9,MO,WINONA 3 SW,-6,20110508-20240401, 97.4%,14.0,14.0
USC00241088,999999-94059,7.660527282681166,100.0,48.5155,-105.2991,705.0,MT,BREDETTE,-7,19400101-20240302, 95.0%,0.0,0.0
USC00241202,999999-04130,36.48265970990432,60.59999999999991,48.5615,-113.0133,1327.4,MT,BROWNING,-7,19490601-20240402, 87.3%,0.0,0.0
USC00241309,726785-24135,7.935320871951483,51.40000000000009,45.8966,-112.5471,1737.4,MT,BUTTE 8 S,-7,19530901-20240401, 90.7%,47.0,47.0
