StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00416270,33.4547,-94.4088,105.2,TX,NEW BOSTON,,15,-6,19731016-20220531, 90.2%,19980206-20220531, 87.4%,20100404-20220531, 89.6%
USC00416335,31.9747,-95.1380,113.4,TX,NEW SUMMERFIELD 2W,,15,-6,19620802-20240305, 85.4%,19930519-20240305, 78.0%,20081011-20240305, 76.6%
USC00416504,32.9670,-101.8418,927.8,TX,O'DONNELL,,15,-6,19400501-20240403, 94.0%,19820417-20240403, 92.3%,20030410-20240403, 95.8%
USC00416734,30.7169,-101.2061,714.8,TX,OZONA,,15,-6,19400401-20131101, 21.1%,19770115-20131101, 16.9%,19950609-20131101, 33.8%
USW00093914,31.7831,-95.6039,141.7,TX,PALESTINE 2 NE,,15,-6,19400201-20240213, 86.7%,19820206-20240213, 77.8%,20030209-20240213, 69.4%
USC00416776,35.5544,-100.9736,960.1,TX,PAMPA # 2,,15,-6,19531001-20240305, 92.5%,19881217-20240305, 90.7%,20060727-20240305, 91.7%
USC00416792,29.3273,-103.2062,1140.0,TX,PANTHER JUNCTION,,15,-6,19550321-20240305, 94.6%,19890911-20240305, 91.6%,20061208-20240305, 90.4%
USC00416893,31.3781,-103.6329,830.3,TX,PECOS 8W,,15,-6,19600303-20230829, 94.2%,19911130-20230829, 92.0%,20071014-20230829, 90.7%
USC00416935,33.8153,-102.5578,1115.6,TX,PEP,,15,-6,19560801-20240415, 95.9%,19900608-20240415, 95.4%,20070512-20240415, 99.3%
USC00417060,33.5992,-100.5319,592.8,TX,PITCHFORK RANCH,,15,-6,19710420-20240404, 79.1%,19971011-20240404, 88.6%,20110107-20240404, 99.9%
USC00417066,32.9263,-94.9392,111.3,TX,PITTSBURG 5 SSE,,15,-6,19490501-20171024, 83.8%,19830728-20171024, 70.6%,20000909-20171024, 53.6%
USC00417074,33.1869,-102.8281,1120.1,TX,PLAINS,,15,-6,19420701-20240403, 93.6%,19830518-20240403, 93.3%,20031025-20240403, 96.9%
USC00417140,28.6575,-96.5553,6.1,TX,POINT COMFORT,,15,-6,19571101-20240409, 93.5%,19910120-20240409, 91.0%,20070830-20240409, 92.1%
USC00417300,31.9633,-98.4941,372.2,TX,PROCTOR RESERVOIR,,15,-6,19730701-20240318, 72.9%,19981108-20240318, 50.8%,20110714-20240318, 36.2%
USW00012911,29.5325,-98.2623,221.9,TX,RANDOLPH AFB,,15,-6,19401101-20240403, 92.3%,19820718-20240403, 92.9%,20030526-20240403, 94.2%
USC00417431,31.2286,-101.9472,797.1,TX,RANKIN,,15,-6,19481101-20130903, 89.6%,19810403-20130903, 82.6%,19970618-20130903, 89.0%
USC00417499,33.6494,-99.4043,411.8,TX,RED SPRINGS 3 N,,15,-6,19430301-20161213, 88.6%,19800121-20161213, 87.1%,19980703-20161213, 86.9%
USC00417706,30.0240,-100.2120,726.0,TX,ROCKSPRINGS,,15,-6,19400401-20140402, 78.2%,19770401-20140402, 76.3%,19951001-20140402, 82.9%
USC00417936,31.0619,-94.1011,57.6,TX,SAM RAYBURN DAM,,15,-6,19680101-20240305, 83.8%,19960202-20240305, 78.3%,20100217-20240305, 75.6%
USC00417944,31.3708,-100.4943,576.1,TX,SAN ANGELO WFO,,15,-6,19400101-20240418, 24.9%,19820223-20240418, 47.4%,20030322-20240418, 93.8%
USC00417947,29.4704,-98.4728,213.4,TX,SAN ANTONIO INCARNATE WORD,,15,-6,19970501-20230302, 79.0%,20100401-20230302, 66.1%,20160915-20230302, 77.4%
USC00418022,30.1414,-102.3917,849.8,TX,SANDERSON,,15,-6,19420801-20130904, 10.4%,19780216-20130904, 12.8%,19951126-20130904, 25.5%
USC00418047,31.7426,-99.3106,534.9,TX,SANTA ANNA,,15,-6,19400501-20191016, 89.8%,19800123-20191016, 92.3%,19991204-20191016, 95.0%
USC00418081,27.2169,-97.6955,11.6,TX,SARITA 7 E,,15,-6,19410901-20190501, 86.0%,19800701-20190501, 76.3%,19991130-20190501, 64.6%
USC00418252,30.6886,-101.8272,662.9,TX,SHEFFIELD,,15,-6,19420701-20130425, 94.1%,19771127-20130425, 94.1%,19950811-20130425, 89.8%
USC00418531,30.4813,-98.1607,259.1,TX,SPICEWOOD,,15,-6,19680301-20190201, 89.3%,19930816-20190201, 87.2%,20060510-20190201, 86.0%
USC00418544,29.8652,-98.3796,306.3,TX,SPRING BRANCH 2SE,,15,-6,19880501-20180904, 81.9%,20030703-20180904, 93.3%,20110202-20180904, 99.6%
USC00418563,32.9086,-97.6786,321.0,TX,SPRINGTOWN 4 S,,15,-6,19771101-20240209, 88.4%,20001220-20240209, 81.1%,20120715-20240209, 81.4%
USC00418583,32.9404,-99.8036,491.3,TX,STAMFORD 1,,15,-6,19471001-20240408, 48.9%,19860103-20240408, 85.6%,20050219-20240408, 90.1%
USW00003969,32.3607,-98.1269,353.9,TX,STEPHENVILLE 9NNE,,15,-6,19400701-20170517, 56.0%,19781208-20170517, 86.1%,19980226-20170517, 78.3%
USC00418630,31.8410,-100.9787,701.0,TX,STERLING CITY,,15,-6,19770209-20180109, 84.0%,19970726-20180109, 88.0%,20071018-20180109, 87.6%
USC00418646,31.0372,-97.5283,215.2,TX,STILLHOUSE HOLLOW DAM,,15,-6,19640522-20240304, 87.6%,19940413-20240304, 78.6%,20090324-20240304, 84.4%
USC00418743,33.1480,-95.6269,150.9,TX,SULPHUR SPRINGS,,15,-6,19411001-20231204, 88.7%,19821102-20231204, 82.5%,20030519-20231204, 77.4%
USC00418778,32.4561,-95.4230,137.2,TX,SWAN 4 NW,,15,-6,19570809-20240301, 87.3%,19901119-20240301, 82.8%,20070711-20240301, 85.7%
USC00418845,29.6075,-99.2801,397.8,TX,TARPLEY 3S,,15,-6,19400301-20210808, 90.7%,19801118-20210808, 87.2%,20010329-20210808, 83.8%
USC00418942,33.4368,-94.0773,118.9,TX,TEXARKANA,,15,-6,19680917-20240308, 86.5%,19960612-20240308, 81.6%,20100425-20240308, 74.0%
USC00419163,33.7571,-99.8619,478.8,TX,TRUSCOTT 3 W,,15,-6,19400201-20240401, 87.6%,19820302-20240401, 88.2%,20030317-20240401, 92.8%
USC00419270,30.5940,-104.4928,1355.4,TX,VALENTINE,,15,-6,19590501-20230427, 95.0%,19910429-20230427, 93.9%,20070428-20230427, 91.9%
USC00419417,31.6003,-97.2169,150.9,TX,WACO DAM,,15,-6,19650224-20230927, 82.9%,19940611-20230927, 70.3%,20090202-20230927, 62.4%
USC00419491,30.3237,-96.1594,65.5,TX,WASHINGTON STATE PARK,,15,-6,19520612-20200613, 86.7%,19860613-20200613, 75.7%,20030613-20200613, 80.5%
USC00419499,31.6725,-100.7283,644.7,TX,WATER VALLEY,,15,-6,19531001-20240402, 88.6%,19881231-20240402, 81.5%,20060817-20240402, 71.6%
USC00419527,34.7933,-101.5483,1036.3,TX,WAYSIDE,,15,-6,19410601-20240422, 79.8%,19821111-20240422, 78.6%,20030802-20240422, 71.3%
USC00419532,32.7479,-97.7704,293.2,TX,WEATHERFORD,,15,-6,19471001-20240205, 93.7%,19851203-20240205, 90.1%,20050103-20240205, 85.5%
USC00419565,34.8422,-100.2102,621.8,TX,WELLINGTON,,15,-6,19491001-20180628, 70.9%,19840213-20180628, 85.7%,20010421-20180628, 84.6%
USC00419588,26.1780,-97.9708,22.9,TX,WESLACO,,15,-6,19471001-20190501, 80.6%,19830716-20190501, 75.4%,20010607-20190501, 69.1%
USC00419715,31.8611,-97.3750,175.0,TX,WHITNEY DAM,,15,-6,19520617-20240312, 94.1%,19880429-20240312, 89.4%,20060405-20240312, 87.2%
USC00419815,30.0016,-98.1048,275.8,TX,WIMBERLEY 1 NW,,15,-6,19890201-20240402, 94.5%,20060902-20240402, 95.5%,20150618-20240402, 98.3%
USC00419817,31.4658,-99.1708,416.4,TX,WINCHELL,,15,-6,19530401-20240403, 76.6%,19881001-20240403, 91.3%,20060703-20240403, 97.4%
USC00419893,33.0179,-99.0541,378.6,TX,WOODSON,,15,-6,19410801-20240417, 92.9%,19821209-20240417, 90.4%,20030813-20240417, 96.4%
USC00419916,33.3038,-94.1584,86.0,TX,WRIGHT PATMAN DM & LK,,15,-6,19811101-20240227, 68.9%,20021230-20240227, 58.6%,20130729-20240227, 35.4%
USC00420086,37.4402,-112.4819,2163.5,UT,ALTON,,15,-7,20220811-20220901, 86.4%,20220821-20220901, 91.7%,20220826-20220901, 85.7%
USC00420168,38.2486,-111.9608,1953.8,UT,ANGLE,,15,-7,19810701-20240401, 93.4%,20021115-20240401, 91.9%,20130724-20240401, 97.3%
USC00420336,38.6163,-109.6191,1247.5,UT,ARCHES NP HQS,,15,-7,19800601-20240401, 90.4%,20020502-20240401, 88.8%,20130416-20240401, 98.7%
USC00420522,38.2798,-112.5682,1975.1,UT,BEAVER 4 E,,15,-7,19790801-20210503, 82.7%,20000616-20210503, 85.0%,20101124-20210503, 98.5%
USC00420527,38.2683,-112.4818,2215.9,UT,BEAVER CANYON POWER HOUSE,,15,-7,20210524-20210831,100.0%,20210712-20210831, 98.0%,20210806-20210831, 96.2%
USC00420738,37.6132,-109.4848,1839.5,UT,BLANDING,,15,-7,19480701-20240409, 96.5%,19860521-20240409, 95.1%,20050430-20240409, 97.4%
USC00420820,40.8547,-111.8902,1383.8,UT,BOUNTIFUL-VAL VERDA,,15,-7,19810601-20140722, 81.9%,19971226-20140722, 94.9%,20060409-20140722, 95.9%
USC00421003,37.6184,-112.1738,2482.6,UT,BRYCE CANYON NP FPRE,,15,-7,20190625-20240402,100.0%,20211112-20240402, 99.9%,20230122-20240402, 99.8%
USC00421008,37.6410,-112.1702,2404.9,UT,BRYCE CANYON NP HQRS,,15,-7,19590601-20190903, 93.0%,19890717-20190903, 89.7%,20040809-20190903, 94.5%
USC00421162,37.6661,-113.5423,1634.6,UT,CANYON BREEZE RANCH,,15,-7,20100901-20130303, 87.5%,20111202-20130303, 75.3%,20120717-20130303, 64.0%
USC00421260,37.6565,-112.9918,1970.5,UT,CEDAR CITY 5E,,15,-7,19840401-20240401, 94.5%,20040401-20240401, 97.3%,20140401-20240401, 98.8%
USC00421308,37.7158,-109.0827,2060.4,UT,CEDAR POINT,,15,-7,19740709-20180301, 85.4%,19960504-20180301, 79.1%,20070402-20180301, 88.5%
USC00421590,40.9383,-111.1472,1984.2,UT,COALVILLE 13 E,,15,-7,19741126-20171018, 93.0%,19960507-20171018, 93.5%,20070127-20171018, 95.5%
USC00421759,40.6189,-111.7836,1519.7,UT,COTTONWOOD WEIR,,15,-7,19480713-20240401, 92.3%,19860523-20240401, 88.7%,20050427-20240401, 95.4%
USW00023162,39.3833,-112.5167,1450.5,UT,DELTA,,15,-7,19480701-20240410, 95.9%,19860521-20240410, 94.1%,20050430-20240410, 92.3%
USC00422256,37.5255,-112.6625,2560.6,UT,DUCK CREEK VILLAGE,,15,-7,19780918-20240401, 91.6%,20010625-20240401, 89.8%,20121112-20240401, 85.2%
USC00422385,40.9655,-111.4336,1667.3,UT,ECHO DAM,,15,-7,19491102-20240403, 98.4%,19870117-20240403, 97.8%,20050825-20240403, 97.7%
USC00422578,39.3583,-111.5985,1675.8,UT,EPHRAIM,,15,-7,19490901-20240401, 98.4%,19861216-20240401, 97.5%,20050808-20240401, 99.1%
USC00422696,40.2623,-112.0897,1487.4,UT,FAIRFIELD,,15,-7,19500926-20240420, 93.6%,19870709-20240420, 96.3%,20051128-20240420, 95.3%
USC00422726,41.0203,-111.9328,1335.0,UT,FARMINGTON 3 NW,,15,-7,19480801-20240419, 52.7%,19860610-20240419, 54.2%,20050515-20240419, 91.0%
USC00423348,40.6020,-112.5076,1386.8,UT,GRANTSVILLE 2W,,15,-7,19560601-20240402, 94.0%,19900502-20240402, 90.0%,20070417-20240402, 85.7%
USW00023170,38.4167,-110.7000,1360.0,UT,HANKSVILLE FAA AP,,15,-7,19480701-20121102, 95.7%,19800901-20121102, 93.8%,19961002-20121102, 90.5%
USC00425186,41.7456,-111.8033,1460.0,UT,LOGAN UTAH ST U,,15,-7,19480701-20240318, 95.4%,19860510-20240318, 94.8%,20050413-20240318, 98.3%
USC00425194,41.6661,-111.8913,1367.9,UT,LOGAN 5 SW EXP FARM,,15,-7,19761027-20240309, 90.6%,20000703-20240309, 95.5%,20120506-20240309,100.0%
USC00425477,38.4492,-112.2240,1781.6,UT,MARYSVALE,,15,-7,19480701-20240318, 91.1%,19860510-20240318, 96.6%,20050413-20240318, 96.3%
USC00425826,41.0365,-111.6712,1546.9,UT,MORGAN,,15,-7,20210929-20240321, 78.9%,20221225-20240321, 57.6%,20230808-20240321, 99.6%
USC00425892,40.7485,-111.7232,1652.0,UT,MOUNTAIN DELL DAM,,15,-7,19671003-20240401, 90.4%,19960101-20240401, 89.4%,20100215-20240401, 88.5%
USC00426127,40.5357,-110.0642,2110.4,UT,NEOLA 8 N,,15,-7,19720201-20240404, 91.7%,19980304-20240404, 93.6%,20110320-20240404, 97.1%
USC00426135,39.7120,-111.8320,1568.5,UT,NEPHI,,15,-7,19480801-20240401, 96.8%,19860601-20240401, 95.7%,20050501-20240401, 98.2%
USC00426374,40.7393,-111.2415,2014.7,UT,OAKLEY 3 NE,,15,-7,19710201-20240416, 94.4%,19970908-20240416, 97.0%,20101227-20240416, 99.6%
USC00426404,41.2439,-111.9466,1325.9,UT,OGDEN PIONEER PH,,15,-7,20171231-20240331, 39.3%,20210214-20240331, 48.9%,20220907-20240331, 90.9%
USC00426414,41.2307,-112.0280,1304.5,UT,OGDEN SUGAR FACTORY,,15,-7,19530624-20240411, 96.5%,19881116-20240411, 96.0%,20060730-20240411, 99.4%
USC00426455,40.3158,-111.6542,1472.2,UT,OLMSTEAD PH,,15,-7,19770214-20240402, 89.6%,20000908-20240402, 89.2%,20120620-20240402, 98.6%
USC00426757,41.4493,-112.0372,1335.0,UT,PERRY,,15,-7,19871205-20240416, 75.7%,20060209-20240416, 73.1%,20150314-20240416, 93.2%
USC00426938,41.8740,-112.1487,1362.5,UT,PLYMOUTH,,15,-7,19480723-20240401, 90.8%,19860528-20240401, 87.9%,20050429-20240401, 80.9%
USC00427026,39.5991,-110.8189,1688.6,UT,PRICE BLM,,15,-7,19680717-20240416, 94.1%,19960601-20240416, 94.4%,20100509-20240416, 96.4%
USC00427064,40.2458,-111.6508,1392.9,UT,PROVO BYU,,15,-7,19800901-20240402, 95.4%,20020617-20240402, 97.5%,20130510-20240402, 99.0%
USC00427260,38.7617,-112.0777,1610.9,UT,RICHFIELD RADIO KSVC,,15,-7,19480801-20240418, 91.2%,19860610-20240418, 90.0%,20050514-20240418, 95.7%
USC00427395,40.2875,-109.9590,1528.0,UT,ROOSEVELT RADIO,,15,-7,19480701-20240416, 90.9%,19860524-20240416, 87.0%,20050505-20240416, 87.5%
USC00427516,37.1190,-113.6068,870.8,UT,ST. GEORGE,,15,-7,19480701-20130106, 88.7%,19801003-20130106, 81.3%,19961119-20130106, 69.3%
USC00427686,39.9578,-111.7794,1572.8,UT,SANTAQUIN CHLORINATOR,,15,-7,20050101-20240401, 96.9%,20140817-20240401,100.0%,20190609-20240401, 99.9%
USC00427729,39.6841,-111.2053,2650.8,UT,SCOFIELD-SKYLINE MINE,,15,-7,19860602-20240401, 94.9%,20050502-20240401, 98.3%,20141016-20240401, 99.2%
USC00427846,40.6012,-111.5839,2664.0,UT,SILVER LAKE BRIGHTON,,15,-7,20220801-20220901,100.0%,20220816-20220901, 94.1%,20220824-20220901, 88.9%
USC00427959,39.9292,-111.0794,2283.0,UT,SOLDIER SUMMIT,,15,-7,19480701-20240102, 81.8%,19860402-20240102, 85.9%,20050215-20240102, 97.3%
USC00428371,40.2411,-111.1527,2328.7,UT,STRAWBERRY HIGHWAY STATION,,15,-7,19830701-20240416, 87.5%,20031123-20240416, 87.7%,20140203-20240416, 99.9%
USC00428705,38.9523,-109.6866,1547.5,UT,THOMPSON WELCOME CENTER,,15,-7,20200920-20240401,100.0%,20220626-20240401, 99.8%,20230514-20240401, 99.7%
USC00428733,40.4421,-111.7134,1679.4,UT,TIMPANOGOS CAVE,,15,-7,20070401-20240402, 89.9%,20151001-20240402, 97.9%,20200101-20240402, 95.8%
USC00429717,37.2091,-112.9814,1230.8,UT,ZION NATIONAL PARK,,15,-7,19781001-20240418, 86.7%,20010710-20240418, 80.9%,20121128-20240418, 80.5%
USC00430277,43.1002,-72.7836,344.4,VT,BALL MOUNTAIN LAKE,,15,-5,19620914-20170830, 79.2%,19900308-20170830, 62.6%,20031203-20170830, 39.0%
USC00431565,44.0167,-72.2833,348.1,VT,CORINTH,,15,-5,19480501-20240402, 91.1%,19860417-20240402, 92.4%,20050409-20240402, 91.0%
USC00433914,44.9339,-73.0496,53.3,VT,HIGHGATE FALLS,,15,-5,19480501-20230929, 84.5%,19860114-20230929, 79.3%,20041121-20230929, 69.8%
USC00434749,43.3923,-72.6791,295.7,VT,LUDLOW # 2,,15,-5,19731024-20110801, 91.6%,19920911-20110801, 88.5%,20020220-20110801, 90.4%
USC00435366,44.5618,-72.6027,189.0,VT,MORRISVILLE,,15,-5,19480501-20170710, 83.2%,19821205-20170710, 79.9%,20000323-20170710, 78.7%
USC00435733,44.1647,-72.6567,204.2,VT,NORTHFIELD,,15,-5,19480501-20170417, 57.5%,19821024-20170417, 56.5%,20000120-20170417, 84.6%
USC00435768,43.6027,-72.3621,173.7,VT,NORTH HARTLAND LAKE,,15,-5,19610706-20240401, 88.1%,19921117-20240401, 80.7%,20080725-20240401, 87.5%
USC00436500,42.7917,-73.2228,338.3,VT,POWNAL 1 NE,,15,-5,20091110-20130602, 84.6%,20110822-20130602, 70.3%,20120712-20130602, 61.1%
USC00436995,43.6253,-72.9781,189.0,VT,RUTLAND,,15,-5,20211107-20240402, 50.3%,20230119-20240402, 37.0%,20230826-20240402, 70.6%
USC00437054,44.4200,-72.0194,213.4,VT,SAINT JOHNSBURY,,15,-5,19480501-20240331, 85.0%,19860416-20240331, 80.3%,20050408-20240331, 75.5%
USC00438160,43.0908,-73.1244,274.3,VT,SUNDERLAND 2,,15,-5,19900102-20130803, 81.7%,20011018-20130803, 70.7%,20070910-20130803, 68.1%
USC00440166,37.1122,-79.2751,161.2,VA,ALTAVISTA,,15,-5,19500819-20240401, 93.5%,19870610-20240401, 89.5%,20051104-20240401, 91.8%
USC00440561,37.3788,-79.5588,374.3,VA,BEDFORD 4 NW,,15,-5,19960312-20180301, 91.7%,20070307-20180301, 91.2%,20120902-20180301, 95.9%
USC00440766,37.0833,-80.4000,579.1,VA,BLACKSBURG 3 SE,,15,-5,20030407-20240402, 87.3%,20131004-20240402, 94.7%,20190102-20240402, 93.0%
USC00440993,37.7091,-78.2885,68.6,VA,BREMO BLUFF,,15,-5,19860801-20120904, 81.9%,19990818-20120904, 87.2%,20060225-20120904, 87.5%
USC00441322,37.0375,-77.9462,100.6,VA,FORT PICKETT,,15,-5,19740701-20190904, 68.9%,19970131-20190904, 58.7%,20080518-20190904, 35.5%
USC00441614,36.8667,-79.3167,259.1,VA,CHATHAM 4 N,,15,-5,19610105-20240408, 81.0%,19920822-20240408, 81.2%,20080615-20240408, 84.3%
USC00443272,36.6545,-80.9173,713.5,VA,GALAX WATER PLANT,,15,-5,19580201-20240404, 81.4%,19910304-20240404, 85.5%,20070918-20240404, 94.8%
USC00443310,37.9458,-79.9542,539.5,VA,GATHRIGHT DAM,,15,-5,19800501-20240401, 89.9%,20020416-20240401, 87.8%,20130408-20240401, 90.5%
USC00444414,36.6002,-78.3011,76.2,VA,JOHN H KERR DAM,,15,-5,19511201-20240304, 85.0%,19880117-20240304, 86.4%,20060209-20240304, 83.9%
USC00445595,38.3064,-79.7199,736.4,VA,MILL GAP,,15,-5,19760901-20240228, 72.2%,20000531-20240228, 55.9%,20120414-20240228, 47.6%
USC00446475,37.5844,-75.8217,9.1,VA,PAINTER 2 W,,15,-5,19590201-20190501, 73.1%,19890317-20190501, 60.3%,20040408-20190501, 69.0%
USC00446712,38.2252,-78.1189,158.5,VA,PIEDMONT RESEARCH STATION,,15,-5,19710501-20240311, 83.8%,19971005-20240311, 75.2%,20101223-20240311, 85.7%
USC00446955,37.0558,-80.7842,634.0,VA,PULASKI 2 E,,15,-5,19521212-20240401, 88.6%,19880806-20240401, 87.6%,20060604-20240401, 93.3%
USC00447338,36.9769,-79.8961,400.8,VA,ROCKY MOUNT,,15,-5,19691009-20240401, 75.9%,19970104-20240401, 76.2%,20100818-20240401, 94.5%
USC00448022,37.2787,-80.6888,511.5,VA,PEARISBURG 4 SSE,,15,-5,19931203-20190501, 87.0%,20060817-20190501, 93.8%,20121223-20190501, 93.5%
USC00448046,39.0858,-78.4441,289.6,VA,STAR TANNERY,,15,-5,19480501-20120105, 85.3%,19800303-20120105, 76.6%,19960203-20120105, 66.9%
USC00448084,38.9764,-77.4869,87.8,VA,WFO STERLING,,15,-5,20031109-20040520, 54.1%,20040213-20040520, 50.0%,20040401-20040520, 88.0%
USC00448085,38.9725,-77.4877,87.5,VA,STERLING FPR-D HPD TEST SITE WITH OIL,,15,-5,20200213-20240402, 99.5%,20220309-20240402, 98.9%,20230321-20240402, 97.9%
USC00448086,38.9725,-77.4877,87.5,VA,STERLING FPR-D HPD TEST SITE WITHOUT OIL,,15,-5,20000101-20240402, 16.4%,20120216-20240402, 32.8%,20180310-20240402, 65.6%
USC00448087,38.9725,-77.4877,87.5,VA,STERLING FPR-E HPD TEST SITE WITH OIL,,15,-5,20200213-20240402, 99.3%,20220309-20240402, 99.5%,20230321-20240402, 99.7%
USC00448088,38.9725,-77.4877,87.5,VA,STERLING FPR-E HPD TEST SITE WITHOUT OIL,,15,-5,20200213-20240402, 98.2%,20220309-20240402, 99.9%,20230321-20240402, 99.7%
USC00448547,36.7000,-81.4333,942.1,VA,TROUT DALE,,15,-5,19480801-20130715, 90.1%,19810122-20130715, 87.4%,19970419-20130715, 89.7%
USC00448800,36.9839,-77.0078,34.4,VA,WAKEFIELD 1 NW,,15,-5,19850601-20240307, 78.4%,20041018-20240307, 81.5%,20140628-20240307, 75.7%
USC00449151,37.3017,-76.7039,21.3,VA,WILLIAMSBURG 2 N,,15,-5,19480801-20151001, 87.5%,19820302-20151001, 88.3%,19981216-20151001, 93.8%
USC00449169,36.9135,-80.5075,856.5,VA,WILLIS,,15,-5,19931001-20180601, 80.8%,20060130-20180601, 96.7%,20120331-20180601, 97.0%
USC00449215,36.9725,-82.5579,781.5,VA,WISE 1SE,,15,-5,19551112-20240405, 85.8%,19900123-20240405, 91.6%,20070228-20240405, 95.6%
USC00449272,36.7736,-80.2623,385.0,VA,WOOLWINE 1 SE,,15,-5,19510601-20240409, 86.1%,19871104-20240409, 83.1%,20060121-20240409, 81.1%
USC00449301,36.9667,-81.1000,732.1,VA,WYTHEVILLE,,15,-5,19480801-20130715, 88.5%,19810122-20130715, 81.9%,19970419-20130715, 69.4%
USC00450013,47.2613,-123.7147,132.6,WA,ABERDEEN 20NNE,,15,-8,20220322-20240408,100.0%,20230331-20240408, 99.7%,20231004-20240408, 99.5%
USC00450729,48.9946,-122.7621,5.2,WA,BLAINE,,15,-8,19480701-20240407, 82.6%,19860520-20240407, 68.5%,20050428-20240407, 60.0%
USC00450986,48.5500,-122.3333,14.9,WA,BURLINGTON 5 N,,15,-8,19480701-20240416, 90.3%,19860524-20240416, 87.9%,20050505-20240416, 88.1%
USC00451160,45.8677,-121.9733,345.6,WA,CARSON FISH HATCHERY,,15,-8,19770823-20240403, 84.7%,20001212-20240403, 92.0%,20120807-20240403, 95.8%
USC00451277,46.7116,-122.9775,51.8,WA,CENTRALIA 1W,,15,-8,20210422-20240401, 86.0%,20221011-20240401, 84.4%,20230707-20240401, 71.5%
USC00451400,47.9967,-119.6482,254.2,WA,CHIEF JOSEPH DAM,,15,-8,19501101-20170912, 85.5%,19840407-20170912, 79.6%,20001224-20170912, 71.8%
USC00451457,46.6050,-122.4967,317.9,WA,CINEBAR 2 E,,15,-8,20210222-20240401, 92.3%,20220912-20240401, 97.5%,20230622-20240401, 98.6%
USC00451496,47.5711,-124.2922,24.4,WA,CLEARWATER,,15,-8,19480701-20180315, 78.7%,19830508-20180315, 68.5%,20001010-20180315, 50.7%
USC00451630,48.5678,-117.9355,473.7,WA,COLVILLE,,15,-8,19930601-20160728, 63.9%,20041229-20160728, 60.2%,20101013-20160728, 68.1%
USC00451759,46.0086,-122.3455,158.5,WA,COUGAR 4 SW,,15,-8,19480701-20240306, 90.3%,19860504-20240306, 87.9%,20050404-20240306, 93.1%
USC00451934,47.4238,-123.2197,231.6,WA,CUSHMAN DAM,,15,-8,20210222-20240401, 90.9%,20220912-20240401, 96.3%,20230622-20240401, 97.9%
USC00451992,48.2606,-121.6028,167.0,WA,DARRINGTON RANGER STATION,,15,-8,20210222-20240401, 84.6%,20220912-20240401, 81.2%,20230622-20240401, 92.6%
USC00452030,46.3152,-118.0022,474.6,WA,DAYTON 1 WSW,,15,-8,19620402-20240222, 81.5%,19930313-20240222, 78.8%,20080901-20240222, 81.4%
USC00452157,48.7141,-121.1430,271.6,WA,DIABLO DAM,,15,-8,19480701-20220903, 83.9%,19850802-20220903, 78.1%,20040217-20220903, 76.6%
USC00452384,47.2422,-121.1869,661.4,WA,EASTON,,15,-8,19480701-20240409, 89.2%,19860521-20240409, 87.5%,20050430-20240409, 85.1%
USC00452505,47.0000,-120.5167,497.1,WA,ELLENSBURG,,15,-8,19530901-20240409, 88.5%,19881220-20240409, 88.0%,20060815-20240409, 84.8%
USC00452675,47.9753,-122.1950,14.0,WA,EVERETT,,15,-8,19480701-20240401, 86.6%,19860517-20240401, 79.5%,20050424-20240401, 76.7%
USC00453160,48.8877,-121.9372,285.0,WA,GLACIER RANGER STATION,,15,-8,20210222-20240401, 86.7%,20220912-20240401, 82.2%,20230622-20240401, 82.5%
USC00453183,46.0080,-121.2623,566.9,WA,GLENWOOD,,15,-8,19480701-20191028, 89.7%,19840228-20191028, 87.3%,20011228-20191028, 80.8%
USC00453333,46.3872,-123.5602,30.5,WA,GRAYS RIVER HATCHERY,,15,-8,19921101-20191030, 46.0%,20060501-20191030, 28.1%,20130129-20191030, 21.9%
USC00453515,47.4829,-118.2519,658.1,WA,HARRINGTON,,15,-8,19611128-20230929, 90.9%,19921028-20230929, 85.9%,20080413-20230929, 89.2%
USC00453710,47.8597,-123.9325,179.2,WA,HOH RANGER STATION,,15,-8,20210222-20240401, 70.8%,20220912-20240401, 80.5%,20230622-20240401, 81.8%
USC00454154,46.2111,-119.1011,118.9,WA,KENNEWICK,,15,-8,20031201-20240402, 83.7%,20140131-20240402, 84.7%,20190303-20240402, 81.5%
USC00454679,47.0022,-118.5657,496.8,WA,LIND 3 NE,,15,-8,19480701-20240401, 88.9%,19860517-20240401, 83.0%,20050424-20240401, 79.2%
USC00454764,46.7492,-121.8119,839.7,WA,LONGMIRE RAINIER NPS,,15,-8,20210222-20240401, 68.5%,20220912-20240401, 66.4%,20230622-20240401, 80.0%
USC00454769,46.1372,-122.9781,3.4,WA,LONGVIEW,,15,-8,19540801-20240422, 74.1%,19890611-20240422, 52.6%,20061116-20240422, 45.9%
USC00454999,48.5380,-121.4502,106.1,WA,MARBLEMOUNT RS,,15,-8,20210222-20240401, 79.3%,20220912-20240401, 84.5%,20230622-20240401, 80.0%
USC00455549,47.0167,-123.6500,11.9,WA,MONTESANO 3 NW,,15,-8,19540801-20240401, 71.3%,19890601-20240401, 50.4%,20061031-20240401, 45.6%
USC00455659,45.9997,-121.5403,594.4,WA,MOUNT ADAMS RS,,15,-8,20200101-20220704, 90.3%,20210402-20220704, 95.2%,20211117-20220704, 94.3%
